CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
40901214,CHILI'S GRILL & BAR,Staten Island,1497,RICHMOND AVENUE,10314,7186970883,Tex-Mex,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.61162268,-74.1595611,502,50,029104,5151293,5015480001,SI05,
40898366,ASHBY'S,Manhattan,120,BROADWAY,10271,2125130702,American,8/29/25,Violations were cited in the following area(s).,04O,Live animal other than fish in tank or service animal present in facility’s food or non-food area.,Critical,7,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.70853891,-74.01104079,101,01,000700,1001026,1000477501,MN25,
50156734,AROMA CAFE,Bronx,4331,KATONAH AVENUE,10470,9174557673,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.89977476,-73.86761252,212,11,044902,2019250,2033790060,BX62,
41381879,DUNKIN,Queens,13415,CROSSBAY BOULEVARD,11417,7183220792,Donuts,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,5,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.67430915,-73.84319043,410,32,008600,4248073,4114930079,QN56,
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691,3479541209,Spanish,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,60,,,9/5/25,Cycle Inspection / Initial Inspection,40.60295894,-73.75317003,414,31,101001,4298257,4155610013,QN15,
50131605,JULIE'S BAKERY & ROTI SHOP,Queens,11716,LIBERTY AVE,11419,9178645760,Caribbean,8/29/25,Establishment re-closed by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,30,,,9/5/25,Cycle Inspection / Reopening Inspection,40.68594646,-73.82570415,410,28,010600,4204130,4095710008,QN55,
41348416,JAYSE CATERING,Brooklyn,261,HURON STREET,11222,9172027252,American,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,25,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.7334293,-73.95053776,301,33,057900,3064224,3025240039,BK76,
41457638,FINEST DUMPLING RESTAURANT,Manhattan,25B,HENRY STREET,10002,2126088962,Chinese,8/29/25,Violations were cited in the following area(s).,28-06,Contract with a pest management professional not in place. Record of extermination activities not kept on premises.,Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.71287337,-73.99625577,103,01,000800,1003398,1002800002,MN27,
50136989,HOT SPOT GRILL & JERK,Bronx,4850,WHITE PLAINS ROAD,10470,3473266244,Caribbean,8/29/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,23,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.9065722,-73.84881213,212,11,044200,2071934,2051160025,BX62,
50125004,SABOR ATLIXCO,Queens,4408,BROADWAY,11103,3474475339,Mexican,8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.75738172,-73.91564776,401,26,015900,4012370,4007070037,QN70,
41658283,OPERA CAFE LOUNGE,Brooklyn,2255,EMMONS AVENUE,11235,7186762992,Turkish,8/29/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.58368249,-73.94469084,315,48,060800,3342943,3087830064,BK17,
50140498,EVEN HOTEL KITCHEN & BAR,Brooklyn,46,NEVINS STREET,11217,7185523804,American,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,40,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.68741971,-73.98176199,302,33,003700,3413739,3001660040,BK38,
50112561,DUNKIN'/BASKIN ROBBINS,Manhattan,65,EAST   34 STREET,10016,6469749114,Donuts,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,29,,,9/5/25,Cycle Inspection / Initial Inspection,40.74743687,-73.98217497,106,02,007400,1017105,1008640035,MN17,
50140498,EVEN HOTEL KITCHEN & BAR,Brooklyn,46,NEVINS STREET,11217,7185523804,American,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,40,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.68741971,-73.98176199,302,33,003700,3413739,3001660040,BK38,
41671103,ALFIE'S,Manhattan,800,9 AVENUE,10019,2127572390,Irish,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,31,,,9/5/25,Cycle Inspection / Initial Inspection,40.76544869,-73.98750212,104,03,013300,1025389,1010440001,MN15,
50118731,DON POLLO,Queens,8302,95TH AVE,11416,3473068879,Peruvian,8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,24,,,9/5/25,Cycle Inspection / Initial Inspection,40.68424467,-73.85745961,409,32,003600,4187262,4090160001,QN53,
50135623,TYANG GELAYS GRILL,Queens,6828,ROOSEVELT AVE,11377,3472422792,Filipino,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,24,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.74625561,-73.89690606,402,26,026300,4030314,4013000031,QN63,
50081242,CAFE ALULA,Brooklyn,252,FRANKLIN STREET,11222,7183166161,Sandwiches/Salads/Mixed Buffet,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.7345907,-73.95835616,301,33,056300,3063893,3025040006,BK76,
50094762,ZHONG ZHONG NOODLES,Manhattan,568,MAIN STREET,10044,6468700005,Chinese,8/29/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,45,,,9/5/25,Cycle Inspection / Initial Inspection,40.76255072,-73.94938616,108,05,023801,1089341,1013730030,MN31,
50046718,THE JUICE SHOP / NORM'S PIZZA,Brooklyn,345,ADAMS STREET,11201,9175878888,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.69339325,-73.98891485,302,33,001100,3392969,3001407503,BK38,
50138117,BOITHAK KHANA KITCHEN & SWEETS,Brooklyn,1102,LIBERTY AVENUE,11208,7186298242,Bangladeshi,8/29/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,47,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.67846378,-73.86862319,305,37,118800,3094359,3042010018,BK83,
50112118,BLUE MOUNTAIN REST & BAKERY,Brooklyn,959,FLATBUSH AVENUE,11226,7182822968,Caribbean,8/29/25,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.64814401,-73.95819771,314,40,079400,3117365,3051090004,BK95,
50102800,D'LENNY RESTAURANT,Queens,1028,BEACH   20 STREET,11691,3479541209,Spanish,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,60,,,9/5/25,Cycle Inspection / Initial Inspection,40.60295894,-73.75317003,414,31,101001,4298257,4155610013,QN15,
50135489,WOW CAFE,Brooklyn,12,BRIGHTON   11 STREET,11235,9292313131,Eastern European,8/29/25,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,85,,,9/5/25,Cycle Inspection / Initial Inspection,40.58191438,-73.9563133,313,48,061004,3245361,3087070375,BK19,
50173662,BUFFALO WILD WINGS GO,Queens,11414C,SUTPHIN BLVD,11434,3474140884,Chicken,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,8/29/25,9/5/25,Pre-permit (Operational) / Initial Inspection,40.6859454,-73.79365665,412,28,019000,4539584,4119800008,QN76,
50080773,PLOWSHARES COFFEE ROASTERS,Manhattan,1351,AMSTERDAM AVENUE,10027,9178483257,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,59,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.8138638,-73.95589312,109,07,020901,1059561,1019660108,MN09,
50131116,NAPA IN THE HEIGHTS,Manhattan,4927,BROADWAY,10034,9175290966,Latin American,8/29/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,23,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.86750796,-73.92173718,112,10,029500,1064984,1022410024,MN01,
41433469,THE CAPITAL GRILLE,Manhattan,120,BROADWAY,10271,2123741811,American,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.70853891,-74.01104079,101,01,000700,1001026,1000477501,MN25,
50138117,BOITHAK KHANA KITCHEN & SWEETS,Brooklyn,1102,LIBERTY AVENUE,11208,7186298242,Bangladeshi,8/29/25,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,9/5/25,Administrative Miscellaneous / Re-inspection,40.67846378,-73.86862319,305,37,118800,3094359,3042010018,BK83,
50064820,LA VECINA,Queens,3066,STEINWAY ST,11103,7187558942,Latin American,8/29/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,21,,,9/5/25,Cycle Inspection / Initial Inspection,40.76231452,-73.91628766,401,22,015500,4010687,4006600176,QN70,
50118468,FITO,Manhattan,4736,BROADWAY,10040,6467891844,Latin American,8/29/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,36,,,9/5/25,Cycle Inspection / Initial Inspection,40.86497609,-73.92827327,112,10,028700,1064225,1021750039,MN35,
50151373,QUEENS COFFEE SHOP BAR RESTAURANT,Queens,10845,ROOSEVELT AVE,11368,3474197940,Latin American,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,61,N,,9/5/25,Cycle Inspection / Initial Inspection,40.75086129,-73.85828379,403,21,040100,4044834,4017800065,QN26,
50117851,CAFE VALDEZ,Queens,4015,JUNCTION BLVD,11368,7188694236,Latin American,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.7486399,-73.86909781,404,21,037500,4040220,4016050064,QN26,
50058987,DUNKIN,Queens,8707,ROCKAWAY BEACH BLVD,11693,3476195751,Donuts,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.58740666,-73.81232775,414,32,094203,4303596,4161310010,QN12,
50122820,CENTRO PIZZA BAR,Queens,4723,VERNON BLVD,11101,7183611965,Pizza,8/29/25,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,26,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.74493653,-73.95335134,402,26,000700,4000304,4000460002,QN31,
50122820,CENTRO PIZZA BAR,Queens,4723,VERNON BLVD,11101,7183611965,Pizza,8/29/25,Violations were cited in the following area(s).,09A,"Swollen, leaking, rusted or otherwise damaged canned food to be returned to distributor not segregated from intact product and clearly labeled DO NOT USE",Critical,26,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.74493653,-73.95335134,402,26,000700,4000304,4000460002,QN31,
50150729,KENNEDY FRIED CHICKEN,Manhattan,197,MADISON STREET,10002,3474384328,Other,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,N,,9/5/25,Cycle Inspection / Initial Inspection,40.71261776,-73.99036171,103,01,000600,1003253,1002730020,MN28,
50057566,DOMINO'S,Queens,24722D,S CONDUIT AVE,11422,7187178877,Pizza,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.6653413,-73.7306547,413,31,065600,,4,QN05,
50125004,SABOR ATLIXCO,Queens,4408,BROADWAY,11103,3474475339,Mexican,8/29/25,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,10,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.75738172,-73.91564776,401,26,015900,4012370,4007070037,QN70,
50158725,CROWN FRIED CHICKEN,Brooklyn,524,VANDALIA AVENUE,11239,7188725816,Chicken,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.65575037,-73.87318758,305,42,107000,3398170,3044527504,BK82,
50064820,LA VECINA,Queens,3066,STEINWAY ST,11103,7187558942,Latin American,8/29/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,21,,,9/5/25,Cycle Inspection / Initial Inspection,40.76231452,-73.91628766,401,22,015500,4010687,4006600176,QN70,
50103792,MISSION BUENA NUTRICION,Queens,3253,103RD ST,11369,3478133899,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.75850629,-73.86582245,403,21,036500,4437198,4016980050,QN27,
50072130,NISI,Manhattan,549,MAIN STREET,10044,2127521517,American,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.76183725,-73.94975491,108,05,023801,1084704,1013737505,MN31,
50013019,STARBUCKS,Brooklyn,405,UNION AVENUE,11211,2126159700,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.71253101,-73.95138658,301,34,051300,3335754,3023720001,BK73,
40898366,ASHBY'S,Manhattan,120,BROADWAY,10271,2125130702,American,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.70853891,-74.01104079,101,01,000700,1001026,1000477501,MN25,
50080773,PLOWSHARES COFFEE ROASTERS,Manhattan,1351,AMSTERDAM AVENUE,10027,9178483257,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,59,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.8138638,-73.95589312,109,07,020901,1059561,1019660108,MN09,
50140498,EVEN HOTEL KITCHEN & BAR,Brooklyn,46,NEVINS STREET,11217,7185523804,American,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,40,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.68741971,-73.98176199,302,33,003700,3413739,3001660040,BK38,
50125790,UNDER PRESSURE,Queens,3019,31ST AVE,11106,3472330318,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,22,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.76462001,-73.92402453,401,22,006300,4007606,4005910020,QN70,
50087362,ACAI SOBOL BOWLS,Staten Island,284,NEW DORP LANE,10306,7186676265,"Juice, Smoothies, Fruit Salads",8/29/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.57208468,-74.11281637,502,50,013400,5057560,5042190052,SI45,
50138117,BOITHAK KHANA KITCHEN & SWEETS,Brooklyn,1102,LIBERTY AVENUE,11208,7186298242,Bangladeshi,8/29/25,Violations were cited in the following area(s).,18-11,Food Protection Certificate not available for inspection,Not Critical,,,,9/5/25,Administrative Miscellaneous / Re-inspection,40.67846378,-73.86862319,305,37,118800,3094359,3042010018,BK83,
41457638,FINEST DUMPLING RESTAURANT,Manhattan,25B,HENRY STREET,10002,2126088962,Chinese,8/29/25,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.71287337,-73.99625577,103,01,000800,1003398,1002800002,MN27,
50135489,WOW CAFE,Brooklyn,12,BRIGHTON   11 STREET,11235,9292313131,Eastern European,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,85,,,9/5/25,Cycle Inspection / Initial Inspection,40.58191438,-73.9563133,313,48,061004,3245361,3087070375,BK19,
41677470,ESPLANADE STATEN ISLAND,Staten Island,1415,RICHMOND AVENUE,10314,7186985000,American,8/29/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.61375749,-74.15803906,502,50,029104,5030658,5015440025,SI05,
50072130,NISI,Manhattan,549,MAIN STREET,10044,2127521517,American,8/29/25,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,27,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.76183725,-73.94975491,108,05,023801,1084704,1013737505,MN31,
50104853,KARAMELO BAR & KITCHEN,Manhattan,141,NAGLE AVENUE,10040,3478438268,Latin American,8/29/25,Violations were cited in the following area(s).,04K,Evidence of rats or live rats in establishment's food or non-food areas.,Critical,40,N,,9/5/25,Cycle Inspection / Initial Inspection,40.86102516,-73.92627471,112,10,028300,1064153,1021730025,MN35,
50158725,CROWN FRIED CHICKEN,Brooklyn,524,VANDALIA AVENUE,11239,7188725816,Chicken,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.65575037,-73.87318758,305,42,107000,3398170,3044527504,BK82,
50080773,PLOWSHARES COFFEE ROASTERS,Manhattan,1351,AMSTERDAM AVENUE,10027,9178483257,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,59,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.8138638,-73.95589312,109,07,020901,1059561,1019660108,MN09,
50112118,BLUE MOUNTAIN REST & BAKERY,Brooklyn,959,FLATBUSH AVENUE,11226,7182822968,Caribbean,8/29/25,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,9,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.64814401,-73.95819771,314,40,079400,3117365,3051090004,BK95,
50118468,FITO,Manhattan,4736,BROADWAY,10040,6467891844,Latin American,8/29/25,Violations were cited in the following area(s).,04C,Food worker/food vendor does not use utensil or other barrier to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,36,,,9/5/25,Cycle Inspection / Initial Inspection,40.86497609,-73.92827327,112,10,028700,1064225,1021750039,MN35,
50109514,THE OAKLEAF,Bronx,4280,KATONAH AVENUE,10470,9146186597,Irish,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,31,,,9/5/25,Cycle Inspection / Initial Inspection,40.89797655,-73.86725439,212,11,045101,2019373,2033840005,BX62,
50041720,GRILL 21,Manhattan,346,EAST   21 STREET,10010,2124735950,Filipino,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,65,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.73576027,-73.97988316,106,02,006400,1020542,1009267501,MN21,
50159309,LOMA NO 5,Brooklyn,454,ROCKAWAY AVENUE,11212,9177765751,Spanish,8/29/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.66895235,-73.91056555,316,41,092400,3326597,3035210052,BK81,
50069859,MCDONALD'S,Manhattan,401,PARK AVENUE SOUTH,10016,2126834919,Hamburgers,8/29/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.74322121,-73.98413207,105,02,006800,1018203,1008830088,MN21,
50104853,KARAMELO BAR & KITCHEN,Manhattan,141,NAGLE AVENUE,10040,3478438268,Latin American,8/29/25,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,40,N,,9/5/25,Cycle Inspection / Initial Inspection,40.86102516,-73.92627471,112,10,028300,1064153,1021730025,MN35,
50094762,ZHONG ZHONG NOODLES,Manhattan,568,MAIN STREET,10044,6468700005,Chinese,8/29/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,45,,,9/5/25,Cycle Inspection / Initial Inspection,40.76255072,-73.94938616,108,05,023801,1089341,1013730030,MN31,
40901214,CHILI'S GRILL & BAR,Staten Island,1497,RICHMOND AVENUE,10314,7186970883,Tex-Mex,8/29/25,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.61162268,-74.1595611,502,50,029104,5151293,5015480001,SI05,
50125790,UNDER PRESSURE,Queens,3019,31ST AVE,11106,3472330318,Coffee/Tea,8/29/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,22,Z,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.76462001,-73.92402453,401,22,006300,4007606,4005910020,QN70,
50048982,SUNNY RESTAURANT,Queens,1041,BEACH   20 STREET,11691,3479264300,Tex-Mex,8/29/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,8/29/25,9/5/25,Cycle Inspection / Initial Inspection,40.60313181,-73.75314778,414,31,100802,4300149,4157040060,QN15,
50159309,LOMA NO 5,Brooklyn,454,ROCKAWAY AVENUE,11212,9177765751,Spanish,8/29/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,A,8/29/25,9/5/25,Cycle Inspection / Re-inspection,40.66895235,-73.91056555,316,41,092400,3326597,3035210052,BK81,
