CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50148086,NAGLES BAGELS,Brooklyn,378,TOMPKINS AVENUE,11216,6463348245,Bagels/Pretzels,8/26/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,38,,,9/5/25,Cycle Inspection / Initial Inspection,40.68439379,-73.94413465,303,36,026700,3052009,3018290039,BK75,
50018098,EDEN WOK,Manhattan,43,EAST   34 STREET,10016,2127258100,Jewish/Kosher,8/26/25,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,25,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.74757965,-73.98251057,106,04,007400,1017114,1008647501,MN17,
50086275,LAI LAI GOURMET,Brooklyn,5324,8 AVENUE,11220,7188530828,Chinese,8/26/25,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.63925566,-74.00565336,307,38,010600,3014447,3008180049,BK34,
50173466,SMILEY COFFEE,Manhattan,138,LUDLOW STREET,10002,7865466868,Coffee/Tea,8/26/25,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,17,N,,9/5/25,Pre-permit (Operational) / Initial Inspection,40.72041544,-73.98817078,103,01,003001,1005369,1004110042,MN27,
50069153,MEXICOCIANA,Bronx,503,JACKSON AVENUE,10455,3474981055,Mexican,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,59,,,9/5/25,Cycle Inspection / Re-inspection,40.81205802,-73.90950549,201,08,003500,2003696,2025570078,BX39,
50159410,GRIZZLY COFFEE,Brooklyn,992,CONEY ISLAND AVENUE,11230,3475278080,Coffee/Tea,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,86,,,9/5/25,Pre-permit (Operational) / Compliance Inspection,40.63337999,-73.96710603,314,45,048200,3128002,3054250082,BK42,
50000549,ANASSA TAVERNA,Manhattan,200,EAST   60 STREET,10022,2123715200,Greek,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,,,9/5/25,Cycle Inspection / Initial Inspection,40.76202431,-73.96579686,108,05,011000,1043356,1014140045,MN31,
50088644,EL JEFE CANTINA SPORTS BAR,Manhattan,186,DYCKMAN STREET,10040,6464550155,Mexican,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.86437115,-73.92653491,112,10,028700,1064230,1021750061,MN35,
50016265,ADORO LEI,Manhattan,287,HUDSON STREET,10013,6466665096,Pizza,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,49,,,9/5/25,Cycle Inspection / Initial Inspection,40.72543872,-74.0076378,102,03,003700,1010311,1005940081,MN24,
50114909,CHIPOTLE MEXICAN GRILL #3957,Bronx,2902,3 AVENUE,10455,3478834845,Mexican,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,26,,,9/5/25,Cycle Inspection / Initial Inspection,40.81686379,-73.91637774,201,17,007100,2001160,2023620007,BX34,
50129626,UNCLE TED'S,Manhattan,38,EAST    8 STREET,10003,2127771395,Chinese,8/26/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,29,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.73140047,-73.99436765,102,02,005900,1008834,1005480012,MN23,
50081388,MAY KAIDEE,Manhattan,215,EAST BROADWAY,10002,9174437885,Thai,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,,,9/5/25,Cycle Inspection / Initial Inspection,40.71427806,-73.98741436,103,01,000600,1003697,1002850018,MN28,
50135640,MARISCOS EL SUBMARINO,Brooklyn,222,FRANKLIN STREET,11222,3472618162,Seafood,8/26/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,118,N,,9/5/25,Cycle Inspection / Initial Inspection,40.73324568,-73.9581369,301,33,056300,3064138,3025220007,BK76,
50172104,B&D HALAL FOOD 9TH AVE,Manhattan,613,9 AVENUE,10036,6463988013,African,8/26/25,Violations were cited in the following area(s).,04J,"Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.",Critical,10,N,,9/5/25,Pre-permit (Non-operational) / Compliance Inspection,40.75941336,-73.99192152,104,03,012100,1026365,1010530032,MN15,
50081388,MAY KAIDEE,Manhattan,215,EAST BROADWAY,10002,9174437885,Thai,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,32,,,9/5/25,Cycle Inspection / Initial Inspection,40.71427806,-73.98741436,103,01,000600,1003697,1002850018,MN28,
50161967,OHHI DELI AND KITCHEN,Manhattan,148,EAST   28 STREET,10016,9174727388,Bangladeshi,8/26/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,26,Z,8/26/25,9/5/25,Pre-permit (Operational) / Re-inspection,40.74241667,-73.98194896,106,02,006800,1018188,1008830056,MN21,
50116092,ANGELINA BAKERY,Manhattan,1675,BROADWAY,10019,2125181566,Sandwiches/Salads/Mixed Buffet,8/26/25,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,38,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.76295588,-73.98307327,105,03,013100,1076199,1010240015,MN17,
50174862,Broad Nosh Bagels,Manhattan,425,MADISON AVENUE,10017,9174091490,Bagels/Pretzels,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13,N,,9/5/25,Pre-permit (Non-operational) / Initial Inspection,40.75707538,-73.97614441,105,04,009400,1035443,1012840052,MN17,
50155979,BEST FOOD & COFFEE RESTAURANT,Manhattan,274,EAST    3 STREET,10009,3478812219,Spanish,8/26/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,24,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.72147107,-73.98015445,103,02,002202,1004355,1003720010,MN28,
50037137,FUNNY BBQ,Manhattan,98,BOWERY,10013,2129650076,Barbecue,8/26/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.71765746,-73.99523821,102,01,004100,1003133,1002390034,MN24,
50159410,GRIZZLY COFFEE,Brooklyn,992,CONEY ISLAND AVENUE,11230,3475278080,Coffee/Tea,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,86,,,9/5/25,Pre-permit (Operational) / Compliance Inspection,40.63337999,-73.96710603,314,45,048200,3128002,3054250082,BK42,
50108490,BLUESTOCKINGS,Manhattan,116,SUFFOLK STREET,10002,6097058424,Coffee/Tea,8/26/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.71899342,-73.98606787,103,01,001402,1004167,1003480010,MN28,
50109826,YAH SUH NYCE,Queens,9414,SUTPHIN BLVD,11435,6466038665,Caribbean,8/26/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,12,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.69885237,-73.80684124,412,27,020800,4213957,4099930023,QN61,
50019273,SUBWAY,Manhattan,221,EAST BROADWAY,10002,9173882499,Sandwiches,8/26/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.71431369,-73.98696705,103,01,000201,1003735,1002860040,MN28,
50136734,CAFE W,Queens,3529,154TH ST,11354,7187990264,Bakery Products/Desserts,8/26/25,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,20,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.76581224,-73.81083394,407,19,117100,4620344,4052650010,QN51,
50135640,MARISCOS EL SUBMARINO,Brooklyn,222,FRANKLIN STREET,11222,3472618162,Seafood,8/26/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,118,N,,9/5/25,Cycle Inspection / Initial Inspection,40.73324568,-73.9581369,301,33,056300,3064138,3025220007,BK76,
50042385,CHIPOTLE MEXICAN GRILL,Manhattan,286,1 AVENUE,10009,2122281915,Tex-Mex,8/26/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18,,,9/5/25,Cycle Inspection / Initial Inspection,40.73315844,-73.98107828,106,04,004400,1082871,1009720001,MN50,
50126992,WE VILLAGE CORP,Queens,15304,NORTHERN BLVD,11354,7187990321,Korean,8/26/25,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,21,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.76482569,-73.81178618,407,20,115500,4119197,4052660015,QN51,
50037137,FUNNY BBQ,Manhattan,98,BOWERY,10013,2129650076,Barbecue,8/26/25,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.71765746,-73.99523821,102,01,004100,1003133,1002390034,MN24,
50169396,KOI ASIAN CUISINE,Queens,7018,GRAND AVE,11378,9085900472,Japanese,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11,A,8/26/25,9/5/25,Pre-permit (Operational) / Initial Inspection,40.72762831,-73.89248277,405,30,049302,4062726,4027970011,QN30,
50001450,CARIBBEAN JERKEE'S DELIGHT,Brooklyn,932,UTICA AVENUE,11203,3473658691,Caribbean,8/26/25,Establishment re-closed by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,,,9/5/25,Cycle Inspection / Reopening Inspection,40.65045798,-73.93025622,317,45,086000,3102839,3046970031,BK91,
50165754,SARKUS JAPAN,Queens,3154,STEINWAY ST,11103,6466373383,Japanese,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,72,N,,9/5/25,Pre-permit (Operational) / Re-inspection,40.76005965,-73.91812063,401,22,015500,4010535,4006580064,QN70,
50123693,BIRRIA LES TACOS,Manhattan,34.5,SAINT MARKS PL,,9173611017,Mexican,8/26/25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,19,,,9/5/25,Cycle Inspection / Initial Inspection,0,0,,,,,1,,
50109076,PIZZA HUT,Bronx,601,WESTCHESTER AVENUE,10455,7185851401,Pizza,8/26/25,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.8159731,-73.91088023,201,17,007500,2115751,2026240086,BX34,
50037441,CEMITAS EL TIGRE,Queens,4514,48TH AVE,11377,2129207963,Mexican,8/26/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.73937656,-73.92016335,402,26,018501,4053022,4022890031,QN31,
50006275,GO CATERING,Manhattan,58,LISPENARD STREET,10013,2129244502,American,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,5,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.71955416,-74.00295095,101,01,003300,1002306,1001940031,MN24,
50099005,MomenTea Kitchen,Manhattan,213,WEST   40 STREET,10018,5164262270,Asian/Asian Fusion,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02B,Hot TCS food item not held at or above 140 °F.,Critical,139,,,9/5/25,Cycle Inspection / Initial Inspection,40.75503244,-73.98855443,105,03,011300,1024645,1010120025,MN17,
50099005,MomenTea Kitchen,Manhattan,213,WEST   40 STREET,10018,5164262270,Asian/Asian Fusion,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,139,,,9/5/25,Cycle Inspection / Initial Inspection,40.75503244,-73.98855443,105,03,011300,1024645,1010120025,MN17,
50018426,GOTAN,Manhattan,130,FRANKLIN STREET,10013,2124315200,Mediterranean,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.71912306,-74.00686146,101,01,003300,1002154,1001897501,MN24,
50085445,ECOWAS KITCHEN (AMALA JUNCTION),Brooklyn,1039,BELMONT AVENUE,11208,7182771881,African,8/26/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.67425029,-73.87081979,305,42,119600,3095096,3042330039,BK82,
41542821,HARNEY & SONS,Manhattan,433,BROOME STREET,10013,2129334853,Coffee/Tea,8/26/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.72156885,-73.99939031,102,01,004500,1007015,1004730016,MN24,
50162203,SUSHI WASABI RESTAURANT,Queens,15814,NORTHERN BLVD,11358,3475423282,Japanese,8/26/25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,29,,,9/5/25,Pre-permit (Non-operational) / Initial Inspection,40.76340712,-73.80711176,407,20,117100,4119366,4052770025,QN51,
50126992,WE VILLAGE CORP,Queens,15304,NORTHERN BLVD,11354,7187990321,Korean,8/26/25,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,21,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.76482569,-73.81178618,407,20,115500,4119197,4052660015,QN51,
50159410,GRIZZLY COFFEE,Brooklyn,992,CONEY ISLAND AVENUE,11230,3475278080,Coffee/Tea,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,86,,,9/5/25,Pre-permit (Operational) / Compliance Inspection,40.63337999,-73.96710603,314,45,048200,3128002,3054250082,BK42,
50121953,JOEY'S PIZZA,Queens,6907,GRAND AVE,11378,7187795880,Pizza,8/26/25,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,27,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.72607993,-73.89507934,405,30,049302,4058511,4025000001,QN30,
50137323,MOCHIIDO,Queens,13515,40TH RD,11354,8132987851,Bakery Products/Desserts,8/26/25,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,22,,,9/5/25,Cycle Inspection / Initial Inspection,40.75886248,-73.83012937,407,20,087100,4114130,4050360050,QN22,
50159410,GRIZZLY COFFEE,Brooklyn,992,CONEY ISLAND AVENUE,11230,3475278080,Coffee/Tea,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,86,,,9/5/25,Pre-permit (Operational) / Compliance Inspection,40.63337999,-73.96710603,314,45,048200,3128002,3054250082,BK42,
50155979,BEST FOOD & COFFEE RESTAURANT,Manhattan,274,EAST    3 STREET,10009,3478812219,Spanish,8/26/25,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,24,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.72147107,-73.98015445,103,02,002202,1004355,1003720010,MN28,
50077270,NY GO GO FAST FOOD,Queens,13546,ROOSEVELT AVE,11354,6462553366,Chinese,8/26/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,25,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.75923165,-73.83105612,407,20,087100,4114119,4050360036,QN22,
41542821,HARNEY & SONS,Manhattan,433,BROOME STREET,10013,2129334853,Coffee/Tea,8/26/25,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,10,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.72156885,-73.99939031,102,01,004500,1007015,1004730016,MN24,
50062554,LA CASA DEL POLLO AND JUICE BAR,Manhattan,4231,BROADWAY,10033,2127955500,Spanish,8/26/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,35,,,9/5/25,Cycle Inspection / Initial Inspection,40.84926197,-73.93671588,112,10,026500,1064269,1021760050,MN36,
50077270,NY GO GO FAST FOOD,Queens,13546,ROOSEVELT AVE,11354,6462553366,Chinese,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.75923165,-73.83105612,407,20,087100,4114119,4050360036,QN22,
50122793,FILIPINIANA,Queens,8405,QUEENS BLVD,11373,3478088817,Filipino,8/26/25,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.73712574,-73.87922426,404,25,047300,4541352,4015487501,QN29,
50129050,CREME CUISINE,Brooklyn,1031,EAST   92 STREET,11236,7182887666,Caribbean,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,58,,,9/5/25,Cycle Inspection / Initial Inspection,40.64384366,-73.90781029,318,46,096400,3229213,3081610036,BK50,
50131533,PANADERIA LOS TRES REYES,Queens,5408,FLUSHING AVE,11378,3475000751,Bakery Products/Desserts,8/26/25,Violations were cited in the following area(s).,03A,"Food, prohibited, from unapproved or unknown source, home canned or home prepared. Animal slaughtered, butchered or dressed (eviscerated, skinned) in establishment. Reduced Oxygen Packaged (ROP) fish not frozen before processing. ROP food prepared on premises transported to another site.",Critical,12,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.71512694,-73.91315831,405,30,053500,4059181,4026350003,QN30,
41204966,B CAFE,Manhattan,240,EAST   75 STREET,10021,2122493300,American,8/26/25,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.77127163,-73.95821039,108,04,013400,1044034,1014290030,MN31,
50082152,PELICANA CHICKEN,Manhattan,11,WEST   32 STREET,10001,6466890420,Chicken,8/26/25,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.74740722,-73.98609078,105,04,007600,1015850,1008340033,MN17,
50146979,SHAHI KITCHEN,Queens,16716,HILLSIDE AVE,11432,9297335811,Bangladeshi,8/26/25,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,36,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.70980611,-73.79537879,412,24,046000,4210084,4098180075,QN61,
50146143,PRET A MANGER,Manhattan,400,PARK AVENUE,10022,3479312576,Sandwiches/Salads/Mixed Buffet,8/26/25,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,7,A,8/26/25,9/5/25,Cycle Inspection / Initial Inspection,40.75977256,-73.97209696,105,04,010200,1035751,1012900036,MN17,
50074877,LA PASTORA BAKERY,Bronx,726,EAST  152 STREET,10455,7184024816,Bakery Products/Desserts,8/26/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,13,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.81599826,-73.90797552,201,08,007300,2004560,2026430013,BX34,
50116092,ANGELINA BAKERY,Manhattan,1675,BROADWAY,10019,2125181566,Sandwiches/Salads/Mixed Buffet,8/26/25,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,38,Z,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.76295588,-73.98307327,105,03,013100,1076199,1010240015,MN17,
50016265,ADORO LEI,Manhattan,287,HUDSON STREET,10013,6466665096,Pizza,8/26/25,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,49,,,9/5/25,Cycle Inspection / Initial Inspection,40.72543872,-74.0076378,102,03,003700,1010311,1005940081,MN24,
50125601,BURGER & SHAKE CO,Manhattan,1625,AMSTERDAM AVENUE,10031,9175802855,American,8/26/25,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11,A,8/26/25,9/5/25,Cycle Inspection / Re-inspection,40.82231507,-73.94972352,109,09,022700,1061193,1020570029,MN04,
50174896,HUEJOTZINGO MIXED RESTAURANT,Brooklyn,646,MANHATTAN AVENUE,11222,3476109232,Tex-Mex,8/26/25,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,9/5/25,Administrative Miscellaneous / Initial Inspection,40.72439379,-73.95113617,301,33,056900,3066106,3026470040,BK76,
50062554,LA CASA DEL POLLO AND JUICE BAR,Manhattan,4231,BROADWAY,10033,2127955500,Spanish,8/26/25,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,35,,,9/5/25,Cycle Inspection / Initial Inspection,40.84926197,-73.93671588,112,10,026500,1064269,1021760050,MN36,
